app_id, name, version, language, os_type, platform, legacy, path, 
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.202.0, sv_SE, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.202.0/ees_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.202.0, th_TH, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.202.0/eea_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.202.0, th_TH, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.202.0/ees_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.202.0, zh_CN, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.202.0/eea_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.202.0, zh_CN, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.202.0/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.202.0, zh_TW, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.202.0/ees_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.202.0, zh_TW, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.202.0/eea_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, en_US, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, en_US, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, cs_CZ, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, cs_CZ, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, da_DK, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, da_DK, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, de_DE, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, de_DE, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, es_CL, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, es_CL, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, es_ES, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, es_ES, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, fi_FI, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, fi_FI, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, fr_CA, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, fr_CA, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, fr_FR, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_fra.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, fr_FR, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, hu_HU, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, hu_HU, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, it_IT, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, it_IT, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, ja_JP, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, ja_JP, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_jpn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, ko_KR, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_kor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, ko_KR, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_kor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, nb_NO, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, nb_NO, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, nl_NL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, nl_NL, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, pl_PL, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_plk.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, pl_PL, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, pt_BR, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, pt_BR, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, ru_RU, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, ru_RU, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, sk_SK, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, sk_SK, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, sv_SE, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, th_TH, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, th_TH, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, zh_CN, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.11.1.0, zh_TW, mac, x64;x86, 1,com/eset/apps/business/ees/mac/v6/6.11.1.0/ees_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.11.1.0, zh_TW, mac, x64;x86, 1,com/eset/apps/business/eea/mac/v6/6.11.1.0/eea_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, en_US, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, en_US, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, cs_CZ, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, cs_CZ, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, da_DK, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, da_DK, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, de_DE, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_deu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, de_DE, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, es_CL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, es_CL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, es_ES, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, es_ES, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_esn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, fi_FI, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, fi_FI, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, fr_CA, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, fr_CA, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, fr_FR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, fr_FR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_fra.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, hu_HU, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, hu_HU, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, it_IT, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, it_IT, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, ja_JP, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, ja_JP, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, ko_KR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, ko_KR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, nb_NO, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, nb_NO, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, nl_NL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, nl_NL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, pl_PL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, pl_PL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, pt_BR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, pt_BR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, ru_RU, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, ru_RU, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, sk_SK, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, sk_SK, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, sv_SE, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, sv_SE, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, th_TH, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, th_TH, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, zh_CN, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, zh_CN, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.910.0, zh_TW, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.910.0/ees_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.910.0, zh_TW, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.910.0/eea_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, en_US, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, en_US, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, cs_CZ, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, cs_CZ, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, da_DK, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, da_DK, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, de_DE, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_deu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, de_DE, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, es_CL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, es_CL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, es_ES, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, es_ES, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_esn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, fi_FI, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, fi_FI, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, fr_CA, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, fr_CA, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, fr_FR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, fr_FR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, hu_HU, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, hu_HU, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, it_IT, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, it_IT, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, ko_KR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, ko_KR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_kor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, nb_NO, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, nb_NO, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, nl_NL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, pl_PL, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, pl_PL, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, pt_BR, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, pt_BR, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, ru_RU, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, ru_RU, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, sk_SK, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, sk_SK, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, sv_SE, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, sv_SE, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.10.900.0, th_TH, mac, x64;x86, 0,com/eset/apps/business/eea/mac/v6/6.10.900.0/eea_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, th_TH, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.10.900.0, zh_CN, mac, x64;x86, 0,com/eset/apps/business/ees/mac/v6/6.10.900.0/ees_osx_chs.pkg,
